"Document - Numéro du document";"Document - Code client";"Document - Code postal (facturation)";"Document - Ville (facturation)";"Document - Département (facturation)";"Document - Code Pays (facturation)";"Document - Date";"Document - Total Brut HT";"Document - Total TTC";"Ligne - Code article";"Ligne - Description commerciale en clair";"Ligne - Quantité";"Ligne - Montant Net HT";"Ligne - Montant Net TTC"
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"";"Suivant commande N° 34848";"";"";""
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"AR00002";"Fourniture et mise en place de 36 plateaux fils site LES MUREAUX";"1,00000000";"2418,00000000";"2901,60000000"
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"";"";"";"";""
"FA00006659";"ZEISS";"35306";"FOUGERES CEDEX";"ILLE-ET-VILAINE";"FR";"10/05/2022";"2418,00000000";"2901,60000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"";"Transféré de : Bon de livraison N° BL00002733 du 26/04/2022.";"";"";""
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"";"Transféré de : Commande N° CM00006052 du 25/04/2022.";"";"";""
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"";"Suivant commande d'achat N° CA0822041540";"";"";""
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"AR00028";"Fourniture de 108 caisses Europool site de OZOIR LA FERRIERE
";"1,00000000";"22744,80000000";"27293,76000000"
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"";"";"";"";""
"FA00006660";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"10/05/2022";"22744,80000000";"27293,76000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"";"Transféré de : Bon de livraison N° BL00002704 du 28/03/2022.";"";"";""
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"";"Transféré de : Commande N° CM00005969 du 16/03/2022.";"";"";""
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"";"Suivant devis N° PG20220222-3";"";"";""
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"AR00018";"Fourniture et mise en place de cantilevers d'occasion";"1,00000000";"9220,00000000";"11064,00000000"
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"";"";"";"";""
"FA00006661";"LELABOUR";"51700";"DORMANS";"MARNE";"FR";"10/05/2022";"9220,00000000";"11064,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"";"Transféré de : Bon de livraison N° BL00002740 du 02/05/2022.";"";"";""
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"";"Transféré de : Commande N° CM00005985 du 21/03/2022.";"";"";""
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"";"V/REF COMMANDE N° 18498";"";"";""
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"AR00002";"Fourniture 40 lisses de 2700 mm";"1,00000000";"1270,00000000";"1524,00000000"
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"";"";"";"";""
"FA00006662";"ADESIA";"69400";"ARNAS";"RHONE";"FR";"10/05/2022";"1270,00000000";"1524,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"";"Transféré de : Bon de livraison N° BL00002738 du 02/05/2022.";"";"";""
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"";"Transféré de : Commande N° CM00006060 du 02/05/2022.";"";"";""
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"";"Suivant devis N°TR220502.2";"";"";""
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"AR00002";"Fourniture de 76 plateaux fils";"1,00000000";"2082,00000000";"2498,40000000"
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"";"";"";"";""
"FA00006663";"VM";"86013";"POITIERS CEDEX";"SEINE-MARITIME";"FR";"10/05/2022";"2082,00000000";"2498,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"";"RELEVÉ DE COLLECTE DE AVRIL 2022";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"AR00019";"Ferrailles à ciseller soit 4.080 tonnes à 360 euros/tonne";"1,00000000";"1468,80000000";"1468,80000000"
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"";"";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"";"""Régime de TVA Article 283-2 Sexies applicable aux déchets neufs et d'industrie et matières de recyclage.
TVA acquittée par le destinataire ou le preneur.""";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"";"";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006664";"DIVERS";"92230";"GENNEVILLIERS";"HAUTS-DE-SEINE";"FR";"10/05/2022";"1468,80000000";"1468,80000000";"";"";"";"";""
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"";"Transféré de : Bon de livraison N° BL00002751 du 17/05/2022.";"";"";""
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"";"Transféré de : Commande N° CM00005938 du 23/02/2022.";"";"";""
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"";"Suivant devis N° 20220210";"";"";""
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"AR00002";"Fourniture et mise en place de matériel de stockage neuf et occasion";"1,00000000";"60029,00000000";"72034,80000000"
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"";"";"";"";""
"FA00006686";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"60029,00000000";"72034,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006687";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"3374,00000000";"4048,80000000";"";"Transféré de : Commande N° CM00005937 du 23/02/2022.";"";"";""
"FA00006687";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"3374,00000000";"4048,80000000";"";"Suivant devis N° 20220402";"";"";""
"FA00006687";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"3374,00000000";"4048,80000000";"AR00010";"Démontage et remontage de matériel de stockage";"1,00000000";"3374,00000000";"4048,80000000"
"FA00006687";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"3374,00000000";"4048,80000000";"";"";"";"";""
"FA00006687";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"3374,00000000";"4048,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006688";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"4620,00000000";"5544,00000000";"";"Transféré de : Commande N° CM00005936 du 23/02/2022.";"";"";""
"FA00006688";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"4620,00000000";"5544,00000000";"";"Suivant devis N° 20222101";"";"";""
"FA00006688";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"4620,00000000";"5544,00000000";"AR00010";"Démontage et remontage d'une plate forme de stockage";"1,00000000";"4620,00000000";"5544,00000000"
"FA00006688";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"4620,00000000";"5544,00000000";"";"";"";"";""
"FA00006688";"MICROMANIA";"94380";"BONNEUIL SUR MARNE";"VAL-DE-MARNE";"FR";"31/05/2022";"4620,00000000";"5544,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006808";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"09/08/2022";"805,00000000";"966,00000000";"";"Transféré de : Commande N° CM00005999 du 24/03/2022.";"";"";""
"FA00006808";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"09/08/2022";"805,00000000";"966,00000000";"";"Suivant commande N° CF2203-1646";"";"";""
"FA00006808";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"09/08/2022";"805,00000000";"966,00000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"805,00000000";"966,00000000"
"FA00006702";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"06/06/2022";"585,34000000";"671,86000000";"";"Location SUV 3008 du 01/06/2022 au 30/06/2022";"";"";""
"FA00006702";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"06/06/2022";"585,34000000";"671,86000000";"AR00021";"Loyer
";"1,00000000";"432,62000000";"519,14000000"
"FA00006702";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"06/06/2022";"585,34000000";"671,86000000";"AR00026";"Perte financière ";"1,00000000";"17,91000000";"17,91000000"
"FA00006702";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"06/06/2022";"585,34000000";"671,86000000";"AR00020";"Assurance";"1,00000000";"134,81000000";"134,81000000"
"FA00006720";"RMS";"76220";"BREMONTIER MERVAL";"SEINE-MARITIME";"FR";"17/06/2022";"784,00000000";"940,80000000";"";"Transféré de : Commande N° CM00006082 du 11/05/2022.";"";"";""
"FA00006720";"RMS";"76220";"BREMONTIER MERVAL";"SEINE-MARITIME";"FR";"17/06/2022";"784,00000000";"940,80000000";"AR00001";"Fourniture de
1 échelle de 6000 mm
9 lisses de 2700 mm
9 caillebotis
";"1,00000000";"784,00000000";"940,80000000"
"FA00006720";"RMS";"76220";"BREMONTIER MERVAL";"SEINE-MARITIME";"FR";"17/06/2022";"784,00000000";"940,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"";"Transféré de : Bon de livraison N° BL00002781 du 15/06/2022.";"";"";""
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"";"Transféré de : Commande N° CM00006140 du 15/06/2022.";"";"";""
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"";"Suivent commande N° 2022061049";"";"";""
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"AR00002";"Fourniture de 8 lisses de 3600 mm et plateaux fils";"1,00000000";"675,00000000";"810,00000000"
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"";"";"";"";""
"FA00006721";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"675,00000000";"810,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"";"Transféré de : Bon de livraison N° BL00002772 du 10/06/2022.";"";"";""
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"";"Transféré de : Commande N° CM00006108 du 30/05/2022.";"";"";""
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"";"Suivent commande N° 2022051017";"";"";""
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"2580,00000000";"3096,00000000"
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"";"";"";"";""
"FA00006722";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"17/06/2022";"2580,00000000";"3096,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"";"Transféré de : Bon de livraison N° BL00002774 du 13/06/2022.";"";"";""
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"";"Transféré de : Commande N° CM00006121 du 02/06/2022.";"";"";""
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"";"Suivant devis N° PG20220518-2indA";"";"";""
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"4576,00000000";"5491,20000000"
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"";"";"";"";""
"FA00006723";"CAUBERE";"77390";"YEBLES";"SEINE-ET-MARNE";"FR";"17/06/2022";"4576,00000000";"5491,20000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006726";"VM";"76110";"BRETEVILLE DU GRAND CAUX";"SEINE-MARITIME";"FR";"17/06/2022";"2785,00000000";"3342,00000000";"";"Suivant devis N°TR220127.1";"";"";""
"FA00006726";"VM";"76110";"BRETEVILLE DU GRAND CAUX";"SEINE-MARITIME";"FR";"17/06/2022";"2785,00000000";"3342,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"3385,00000000";"4062,00000000"
"FA00006726";"VM";"76110";"BRETEVILLE DU GRAND CAUX";"SEINE-MARITIME";"FR";"17/06/2022";"2785,00000000";"3342,00000000";"AR00025";"Location nacelle et chariot";"1,00000000";"-600,00000000";"-720,00000000"
"FA00006726";"VM";"76110";"BRETEVILLE DU GRAND CAUX";"SEINE-MARITIME";"FR";"17/06/2022";"2785,00000000";"3342,00000000";"";"";"";"";""
"FA00006726";"VM";"76110";"BRETEVILLE DU GRAND CAUX";"SEINE-MARITIME";"FR";"17/06/2022";"2785,00000000";"3342,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"";"Transféré de : Bon de livraison N° BL00002791 du 23/06/2022.";"";"";""
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"";"Transféré de : Commande N° CM00006152 du 22/06/2022.";"";"";""
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"";"Suivent commande N° 2022061064";"";"";""
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"AR00002";"Fourniture de 4 lisses de 3600 mm et plateaux fils";"1,00000000";"480,00000000";"576,00000000"
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"";"";"";"";""
"FA00006740";"VIPS";"91090";"LISSES";"ESSONNE";"FR";"27/06/2022";"480,00000000";"576,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"";"Transféré de : Bon de livraison N° BL00002785 du 20/06/2022.";"";"";""
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"";"Transféré de : Commande N° CM00006126 du 06/06/2022.";"";"";""
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"";"Suivant devis N°FC2204061";"";"";""
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"9861,00000000";"11833,20000000"
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"";"";"";"";""
"FA00006741";"BLISPAC";"60250";"BALAGNY SUR THERAIN";"OISE";"FR";"27/06/2022";"9861,00000000";"11833,20000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"";"Transféré de : Bon de livraison N° BL00002780 du 15/06/2022.";"";"";""
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"";"Transféré de : Commande N° CM00006069 du 05/05/2022.";"";"";""
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"";"Suivant devis N° FC2203151";"";"";""
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"11705,00000000";"14046,00000000"
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"";"";"";"";""
"FA00006742";"PROMAFOR";"78610";"LE PERRAY EN YVELINES";"YVELINES";"FR";"27/06/2022";"11705,00000000";"14046,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006717";"WINE";"91380";"CHILLY MAZARIN";"ESSONNE";"FR";"15/06/2022";"600,00000000";"720,00000000";"";"Transféré de : Commande N° CM00006142 du 15/06/2022.";"";"";""
"FA00006717";"WINE";"91380";"CHILLY MAZARIN";"ESSONNE";"FR";"15/06/2022";"600,00000000";"720,00000000";"";"LRG20220614-01";"";"";""
"FA00006717";"WINE";"91380";"CHILLY MAZARIN";"ESSONNE";"FR";"15/06/2022";"600,00000000";"720,00000000";"AR00011";"Modification de niveaux de stockage site de WISSOUS";"1,00000000";"600,00000000";"720,00000000"
"FA00006717";"WINE";"91380";"CHILLY MAZARIN";"ESSONNE";"FR";"15/06/2022";"600,00000000";"720,00000000";"";"";"";"";""
"FA00006717";"WINE";"91380";"CHILLY MAZARIN";"ESSONNE";"FR";"15/06/2022";"600,00000000";"720,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"";"Solde de facture";"";"";""
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"";"Suivant devis N°TR211206.1";"";"";""
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"AR00013";"Fourniture de cantilever";"1,00000000";"83837,00000000";"100604,40000000"
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"AR00008";"Fourniture de rayonnages intérieur ";"1,00000000";"4460,00000000";"5352,00000000"
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"AR00009";"Mise en place des cantilevers et racks intérieur";"1,00000000";"35100,00000000";"42120,00000000"
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"AR00025";"Location nacelle / chariot";"1,00000000";"4605,00000000";"5526,00000000"
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"";"";"";"";""
"FA00006743";"VM";"76600";"LE HAVRE";"SEINE-MARITIME";"FR";"27/06/2022";"128002,00000000";"153602,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006744";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"27/06/2022";"6965,00000000";"8358,00000000";"";"Transféré de : Commande N° CM00006136 du 13/06/2022.";"";"";""
"FA00006744";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"27/06/2022";"6965,00000000";"8358,00000000";"";"Suivant devis N° DE0194";"";"";""
"FA00006744";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"27/06/2022";"6965,00000000";"8358,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage neuf site de NANTES";"1,00000000";"6965,00000000";"8358,00000000"
"FA00006744";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"27/06/2022";"6965,00000000";"8358,00000000";"";"";"";"";""
"FA00006744";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"27/06/2022";"6965,00000000";"8358,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006745";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/06/2022";"400,00000000";"480,00000000";"AR00025";"Mise à disposition de la nacelle semaine 16 (2/3 jours) suivant demande de Mr BLANC site de NANTERRE";"1,00000000";"400,00000000";"480,00000000"
"FA00006745";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/06/2022";"400,00000000";"480,00000000";"";"";"";"";""
"FA00006745";"VIDELIO";"35067";"RENNES CEDEX";"ILLE-ET-VILAINE";"FR";"28/06/2022";"400,00000000";"480,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
